Date,adjusted first dose,adjusted second dose,adjusted third dose,adjusted fourth dose,adjusted tests,Entry,Exit,Infection0.2,Infection0.5,infection1.0,normal speed,student speed,death rate
18-Nov-20,0,0,0,0,7,3,1,0.2,0.15,0.1,100,100,120
19-Nov-20,0,0,0,0,7,3,1,0.2,0.15,0.1,100,100,120
20-Nov-20,0,0,0,0,8,3,1,0.2,0.15,0.1,100,100,120
21-Nov-20,0,0,0,0,4,3,1,0.2,0.15,0.1,100,100,120
22-Nov-20,0,0,0,0,2,3,1,0.2,0.15,0.1,100,100,120
23-Nov-20,0,0,0,0,2,3,1,0.2,0.15,0.1,100,100,120
24-Nov-20,0,0,0,0,9,3,1,0.2,0.15,0.1,100,100,120
25-Nov-20,0,0,0,0,7,3,1,0.2,0.15,0.1,100,100,120
26-Nov-20,0,0,0,0,7,3,1,0.2,0.15,0.1,100,100,120
27-Nov-20,0,0,0,0,8,3,1,0.2,0.15,0.1,100,100,120
28-Nov-20,0,0,0,0,4,3,1,0.2,0.15,0.1,100,100,120
29-Nov-20,0,0,0,0,1,3,1,0.2,0.15,0.1,100,100,120
30-Nov-20,0,0,0,0,8,3,1,0.2,0.15,0.1,100,100,120
1-Dec-20,0,0,0,0,7,3,1,0.2,0.15,0.1,100,100,120
2-Dec-20,0,0,0,0,7,3,1,0.2,0.15,0.1,100,100,120
3-Dec-20,0,0,0,0,7,3,1,0.2,0.15,0.1,100,100,120
4-Dec-20,0,0,0,0,9,3,1,0.2,0.15,0.1,100,100,120
5-Dec-20,0,0,0,0,4,3,1,0.2,0.15,0.1,100,100,120
6-Dec-20,0,0,0,0,1,3,1,0.2,0.15,0.1,100,100,120
7-Dec-20,0,0,0,0,9,3,1,0.2,0.15,0.1,100,100,120
8-Dec-20,0,0,0,0,8,3,1,0.2,0.15,0.1,100,100,120
9-Dec-20,0,0,0,0,8,3,1,0.2,0.15,0.1,100,100,120
10-Dec-20,0,0,0,0,8,3,1,0.2,0.15,0.1,100,100,120
11-Dec-20,0,0,0,0,8,3,1,0.2,0.15,0.1,100,100,120
12-Dec-20,0,0,0,0,5,3,1,0.2,0.15,0.1,100,100,120
13-Dec-20,0,0,0,0,2,3,1,0.2,0.15,0.1,100,100,120
14-Dec-20,0,0,0,0,10,3,1,0.2,0.15,0.1,100,100,120
15-Dec-20,0,0,0,0,9,3,1,0.2,0.15,0.1,100,100,120
16-Dec-20,0,0,0,0,8,3,1,0.2,0.15,0.1,100,100,120
17-Dec-20,0,0,0,0,9,3,1,0.2,0.15,0.1,100,100,120
18-Dec-20,0,0,0,0,9,3,1,0.2,0.15,0.1,100,100,120
19-Dec-20,0,0,0,0,5,3,1,0.2,0.15,0.1,100,100,120
20-Dec-20,0,0,0,0,2,3,1,0.2,0.15,0.1,100,100,120
21-Dec-20,0,0,0,0,12,3,1,0.2,0.15,0.1,100,100,120
22-Dec-20,0,0,0,0,10,3,1,0.2,0.15,0.1,100,100,120
23-Dec-20,0,0,0,0,9,3,1,0.2,0.15,0.1,100,100,120
24-Dec-20,0,0,0,0,9,3,1,0.2,0.15,0.1,100,100,120
25-Dec-20,0,0,0,0,9,3,1,0.2,0.15,0.1,100,100,120
26-Dec-20,0,0,0,0,6,3,1,0.2,0.15,0.1,100,150,120
27-Dec-20,0,0,0,0,2,3,1,0.2,0.15,0.1,100,150,120
28-Dec-20,0,0,0,0,12,2,1,0.2,0.15,0.1,100,150,120
29-Dec-20,0,0,0,0,8,2,2,0.2,0.15,0.1,100,150,120
30-Dec-20,0,0,0,0,6,2,2,0.2,0.15,0.1,100,150,120
31-Dec-20,0,0,0,0,5,2,2,0.2,0.15,0.1,100,150,120
1-Jan-21,0,0,0,0,4,2,2,0.2,0.15,0.1,100,150,120
2-Jan-21,0,0,0,0,6,2,2,0.2,0.15,0.1,100,150,120
3-Jan-21,0,0,0,0,4,0,2,0.2,0.15,0.1,100,150,120
4-Jan-21,0,0,0,0,15,0,0,0.2,0.15,0.1,100,150,120
5-Jan-21,0,0,0,0,14,0,0,0.2,0.15,0.1,100,150,120
6-Jan-21,0,0,0,0,14,0,0,0.2,0.15,0.1,100,150,120
7-Jan-21,0,0,0,0,14,0,0,0.2,0.15,0.1,50,75,120
8-Jan-21,0,0,0,0,15,0,0,0.2,0.15,0.1,50,75,120
9-Jan-21,0,0,0,0,9,0,0,0.2,0.15,0.1,50,75,120
10-Jan-21,0,0,0,0,3,0,0,0.2,0.15,0.1,50,75,120
11-Jan-21,0,0,0,0,4,0,0,0.2,0.15,0.1,50,75,120
12-Jan-21,0,0,0,0,17,0,0,0.25,0.2,0.15,50,75,120
13-Jan-21,0,0,0,0,14,0,0,0.25,0.2,0.15,50,75,120
14-Jan-21,0,0,0,0,13,0,0,0.25,0.2,0.15,50,75,120
15-Jan-21,0,0,0,0,13,0,0,0.25,0.2,0.15,50,75,120
16-Jan-21,0,0,0,0,7,0,0,0.25,0.2,0.15,50,75,120
17-Jan-21,0,0,0,0,3,0,0,0.25,0.2,0.15,50,75,120
18-Jan-21,0,0,0,0,15,0,0,0.25,0.2,0.15,50,75,120
19-Jan-21,0,0,0,0,12,0,0,0.25,0.2,0.15,50,75,120
20-Jan-21,0,0,0,0,11,0,0,0.25,0.2,0.15,50,75,120
21-Jan-21,0,0,0,0,11,0,0,0.25,0.2,0.15,50,75,120
22-Jan-21,0,0,0,0,11,0,0,0.25,0.2,0.15,50,75,120
23-Jan-21,0,0,0,0,6,0,0,0.25,0.2,0.15,50,75,120
24-Jan-21,0,0,0,0,2,0,0,0.25,0.2,0.15,50,75,120
25-Jan-21,0,0,0,0,13,0,0,0.25,0.2,0.15,50,75,120
26-Jan-21,0,0,0,0,11,0,0,0.25,0.2,0.15,50,75,120
27-Jan-21,0,0,0,0,10,0,0,0.25,0.2,0.15,50,75,120
28-Jan-21,0,0,0,0,11,0,0,0.25,0.2,0.15,50,75,120
29-Jan-21,0,0,0,0,11,0,0,0.25,0.2,0.15,50,75,120
30-Jan-21,0,0,0,0,7,0,0,0.25,0.2,0.15,50,75,120
31-Jan-21,0,0,0,0,2,0,0,0.25,0.2,0.15,50,75,120
1-Feb-21,0,0,0,0,13,0,0,0.25,0.2,0.15,50,75,120
2-Feb-21,0,0,0,0,10,0,0,0.25,0.2,0.15,50,75,120
3-Feb-21,0,0,0,0,10,0,0,0.25,0.2,0.15,50,75,120
4-Feb-21,0,0,0,0,9,0,0,0.25,0.2,0.15,50,75,120
5-Feb-21,0,0,0,0,9,0,0,0.25,0.2,0.15,50,75,120
6-Feb-21,0,0,0,0,5,0,0,0.25,0.2,0.15,50,75,120
7-Feb-21,0,0,0,0,2,0,0,0.25,0.2,0.15,50,75,120
8-Feb-21,0,0,0,0,11,0,0,0.25,0.2,0.15,50,75,120
9-Feb-21,0,0,0,0,9,0,0,0.25,0.2,0.15,50,75,120
10-Feb-21,0,0,0,0,9,0,0,0.25,0.2,0.15,50,75,120
11-Feb-21,0,0,0,0,2,0,0,0.25,0.2,0.15,50,75,120
12-Feb-21,0,0,0,0,11,0,0,0.25,0.2,0.15,50,75,120
13-Feb-21,0,0,0,0,5,0,0,0.25,0.2,0.15,50,75,120
14-Feb-21,0,0,0,0,2,0,0,0.25,0.2,0.15,50,75,120
15-Feb-21,0,0,0,0,11,0,0,0.25,0.2,0.15,50,75,120
16-Feb-21,0,0,0,0,9,0,0,0.25,0.2,0.15,50,75,120
17-Feb-21,0,0,0,0,8,0,0,0.25,0.2,0.15,50,75,120
18-Feb-21,0,0,0,0,8,0,0,0.25,0.2,0.15,50,75,120
19-Feb-21,0,0,0,0,8,0,0,0.25,0.2,0.15,50,75,120
20-Feb-21,0,0,0,0,4,0,0,0.25,0.2,0.15,50,75,120
21-Feb-21,0,0,0,0,2,0,0,0.25,0.2,0.15,50,75,120
22-Feb-21,0,0,0,0,11,0,0,0.25,0.2,0.15,50,75,120
23-Feb-21,0,0,0,0,2,0,0,0.25,0.2,0.15,50,75,120
24-Feb-21,0,0,0,0,9,0,0,0.25,0.2,0.15,50,75,120
25-Feb-21,0,0,0,0,7,0,0,0.25,0.2,0.15,50,75,120
26-Feb-21,0,0,0,0,8,0,0,0.25,0.2,0.15,50,75,120
27-Feb-21,0,0,0,0,4,0,0,0.25,0.2,0.15,50,75,120
28-Feb-21,0,0,0,0,2,0,0,0.25,0.2,0.15,50,75,120
1-Mar-21,0,0,0,0,10,0,0,0.25,0.2,0.15,50,75,120
2-Mar-21,0,0,0,0,8,0,0,0.25,0.2,0.15,50,75,120
3-Mar-21,0,0,0,0,7,0,0,0.25,0.2,0.15,50,75,120
4-Mar-21,0,0,0,0,7,0,0,0.25,0.2,0.15,50,75,120
5-Mar-21,0,0,0,0,8,0,0,0.25,0.2,0.15,50,75,120
6-Mar-21,0,0,0,0,4,0,0,0.25,0.2,0.15,50,75,120
7-Mar-21,0,0,0,0,2,0,0,0.25,0.2,0.15,50,75,120
8-Mar-21,0,0,0,0,10,0,0,0.25,0.2,0.15,50,75,120
9-Mar-21,0,0,0,0,8,0,0,0.25,0.2,0.15,50,75,120
10-Mar-21,0,0,0,0,8,0,0,0.25,0.2,0.15,50,75,120
11-Mar-21,0,0,0,0,8,0,0,0.25,0.2,0.15,50,75,120
12-Mar-21,0,0,0,0,8,0,0,0.25,0.2,0.15,50,75,120
13-Mar-21,0,0,0,0,5,0,0,0.25,0.2,0.15,50,75,120
14-Mar-21,0,0,0,0,2,0,0,0.25,0.2,0.15,50,75,120
15-Mar-21,0,0,0,0,10,0,0,0.25,0.2,0.15,50,75,120
16-Mar-21,0,0,0,0,8,0,0,0.25,0.2,0.15,50,75,120
17-Mar-21,0,0,0,0,7,0,0,0.25,0.2,0.15,50,75,120
18-Mar-21,0,0,0,0,8,0,0,0.25,0.2,0.15,50,75,120
19-Mar-21,0,0,0,0,9,0,0,0.25,0.2,0.15,50,75,120
20-Mar-21,0,0,0,0,3,0,0,0.25,0.2,0.15,50,75,120
21-Mar-21,0,0,0,0,2,0,0,0.25,0.2,0.15,50,75,120
22-Mar-21,0,0,0,0,11,0,0,0.25,0.2,0.15,100,100,120
23-Mar-21,0,0,0,0,9,0,0,0.25,0.2,0.15,100,100,120
24-Mar-21,0,0,0,0,8,0,0,0.25,0.2,0.15,100,100,120
25-Mar-21,0,0,0,0,8,0,0,0.25,0.2,0.15,100,150,120
26-Mar-21,0,0,0,0,8,0,0,0.25,0.2,0.15,100,150,120
27-Mar-21,0,0,0,0,5,0,0,0.25,0.2,0.15,100,150,120
28-Mar-21,0,0,0,0,2,0,0,0.25,0.2,0.15,100,150,120
29-Mar-21,0,0,0,0,10,0,0,0.25,0.2,0.15,100,150,120
30-Mar-21,0,0,0,0,8,0,0,0.25,0.2,0.15,100,150,120
31-Mar-21,0,0,0,0,8,0,0,0.25,0.2,0.15,100,150,120
1-Apr-21,0,0,0,0,8,0,0,0.25,0.2,0.15,100,150,120
2-Apr-21,0,0,0,0,9,0,0,0.25,0.2,0.15,100,150,120
3-Apr-21,0,0,0,0,5,0,0,0.25,0.2,0.15,100,150,120
4-Apr-21,0,0,0,0,2,0,0,0.25,0.2,0.15,100,150,120
5-Apr-21,0,0,0,0,11,0,0,0.25,0.2,0.15,100,150,120
6-Apr-21,0,0,0,0,8,0,0,0.25,0.2,0.15,100,100,120
7-Apr-21,0,0,0,0,8,0,0,0.25,0.2,0.15,100,100,120
8-Apr-21,0,0,0,0,9,0,0,0.25,0.2,0.15,100,100,120
9-Apr-21,0,0,0,0,9,0,0,0.25,0.2,0.15,100,100,120
10-Apr-21,0,0,0,0,5,0,0,0.25,0.2,0.15,100,100,120
11-Apr-21,0,0,0,0,2,0,0,0.25,0.2,0.15,100,100,120
12-Apr-21,0,0,0,0,12,0,0,0.25,0.2,0.15,100,100,120
13-Apr-21,0,0,0,0,10,0,0,0.25,0.2,0.15,100,100,120
14-Apr-21,0,0,0,0,10,0,0,0.25,0.2,0.15,100,100,120
15-Apr-21,1,0,0,0,9,0,0,0.25,0.2,0.15,100,100,120
16-Apr-21,2,0,0,0,10,0,0,0.25,0.2,0.15,100,100,120
17-Apr-21,1,0,0,0,6,0,0,0.25,0.2,0.15,100,100,120
18-Apr-21,1,0,0,0,2,0,0,0.25,0.2,0.15,100,100,120
19-Apr-21,3,0,0,0,13,0,0,0.25,0.2,0.15,100,100,120
20-Apr-21,5,0,0,0,11,0,0,0.45,0.3,0.25,100,100,120
21-Apr-21,6,0,0,0,11,0,0,0.45,0.3,0.25,100,100,120
22-Apr-21,6,0,0,0,9,0,0,0.45,0.3,0.25,100,100,120
23-Apr-21,6,0,0,0,10,0,0,0.45,0.3,0.25,100,100,120
24-Apr-21,4,0,0,0,6,0,0,0.45,0.3,0.25,100,100,120
25-Apr-21,2,0,0,0,2,0,0,0.45,0.3,0.25,50,75,120
26-Apr-21,5,0,0,0,12,0,0,0.45,0.3,0.25,50,75,120
27-Apr-21,6,0,0,0,10,0,0,0.45,0.3,0.25,50,75,120
28-Apr-21,8,0,0,0,12,0,0,0.45,0.3,0.25,50,75,120
29-Apr-21,2,0,0,0,3,0,0,0.45,0.3,0.25,50,75,120
30-Apr-21,6,0,0,0,12,0,0,0.45,0.3,0.25,50,75,120
1-May-21,4,0,0,0,8,0,0,0.45,0.3,0.25,50,75,120
2-May-21,3,0,0,0,4,0,0,0.45,0.3,0.25,50,75,120
3-May-21,1,0,0,0,5,0,0,0.45,0.3,0.25,50,75,120
4-May-21,1,0,0,0,6,0,0,0.45,0.3,0.25,50,75,120
5-May-21,1,0,0,0,5,0,0,0.45,0.3,0.25,50,75,120
6-May-21,4,1,0,0,14,0,0,0.45,0.3,0.25,50,75,120
7-May-21,4,1,0,0,13,0,0,0.45,0.3,0.25,50,75,120
8-May-21,4,1,0,0,7,0,0,0.45,0.3,0.25,50,75,120
9-May-21,12,0,0,0,3,0,0,0.45,0.3,0.25,50,75,120
10-May-21,8,3,0,0,14,0,0,0.45,0.3,0.25,50,75,120
11-May-21,10,4,0,0,11,0,0,0.45,0.3,0.25,50,75,120
12-May-21,16,5,0,0,10,0,0,0.45,0.3,0.25,50,75,120
13-May-21,16,6,0,0,9,0,0,0.45,0.3,0.25,50,75,120
14-May-21,13,7,0,0,11,0,0,0.45,0.3,0.25,50,75,120
15-May-21,18,4,0,0,6,0,0,0.45,0.3,0.25,50,75,120
16-May-21,26,2,0,0,2,0,0,0.45,0.3,0.25,50,75,120
17-May-21,17,5,0,0,14,0,0,0.45,0.3,0.25,50,75,120
18-May-21,23,6,0,0,10,0,0,0.45,0.3,0.25,50,75,120
19-May-21,31,7,0,0,9,0,0,0.45,0.3,0.25,50,75,120
20-May-21,31,3,0,0,9,0,0,0.45,0.3,0.25,50,75,120
21-May-21,26,6,0,0,10,0,0,0.45,0.3,0.25,50,75,120
22-May-21,33,5,0,0,6,0,0,0.45,0.3,0.25,50,75,120
23-May-21,45,3,0,0,2,0,0,0.45,0.3,0.25,50,75,120
24-May-21,38,1,0,0,12,0,0,0.45,0.3,0.25,50,75,120
25-May-21,45,1,0,0,10,0,0,0.45,0.3,0.25,50,75,120
26-May-21,54,2,0,0,9,0,0,0.45,0.3,0.25,50,75,120
27-May-21,50,4,0,0,8,0,0,0.45,0.3,0.25,50,75,120
28-May-21,47,4,0,0,9,0,0,0.45,0.3,0.25,50,75,120
29-May-21,52,4,0,0,5,0,0,0.45,0.3,0.25,50,75,120
30-May-21,54,9,0,0,2,0,0,0.45,0.3,0.25,50,75,120
31-May-21,46,7,0,0,11,0,0,0.45,0.3,0.25,50,75,120
1-Jun-21,60,8,0,0,9,1,0,0.45,0.3,0.25,50,75,120
2-Jun-21,65,12,0,0,8,1,0,0.45,0.3,0.25,50,75,120
3-Jun-21,57,13,0,0,9,1,0,0.45,0.3,0.25,50,75,120
4-Jun-21,57,12,0,0,9,1,0,0.45,0.3,0.25,50,75,120
5-Jun-21,58,14,0,0,5,1,0,0.45,0.3,0.25,50,75,120
6-Jun-21,56,26,0,0,2,1,0,0.45,0.3,0.25,50,75,120
7-Jun-21,52,15,0,0,10,1,0,0.45,0.3,0.25,50,75,120
8-Jun-21,59,20,0,0,8,1,0,0.45,0.3,0.25,50,75,120
9-Jun-21,60,27,0,0,8,1,0,0.45,0.3,0.25,50,75,120
10-Jun-21,54,29,0,0,8,1,0,0.45,0.3,0.25,50,75,120
11-Jun-21,61,23,0,0,8,1,0,0.45,0.3,0.25,50,75,120
12-Jun-21,55,30,0,0,5,1,0,0.45,0.3,0.25,50,75,120
13-Jun-21,50,42,0,0,2,1,0,0.45,0.3,0.25,50,75,120
14-Jun-21,53,32,0,0,11,1,0,0.45,0.3,0.25,50,75,120
15-Jun-21,58,38,0,0,9,1,0,0.45,0.3,0.25,50,75,120
16-Jun-21,57,44,0,0,8,1,0,0.45,0.3,0.25,50,75,120
17-Jun-21,56,43,0,0,7,1,0,0.45,0.3,0.25,50,75,120
18-Jun-21,61,39,0,0,8,1,0,0.45,0.3,0.25,50,75,120
19-Jun-21,59,43,0,0,5,1,0,0.45,0.3,0.25,50,75,120
20-Jun-21,54,51,0,0,2,1,0,0.45,0.3,0.25,50,75,120
21-Jun-21,77,36,0,0,10,1,0,0.45,0.3,0.25,100,100,120
22-Jun-21,84,49,0,0,9,1,0,0.45,0.3,0.25,100,100,120
23-Jun-21,83,54,0,0,8,1,0,0.45,0.3,0.25,100,100,120
24-Jun-21,80,47,0,0,8,1,0,0.45,0.3,0.25,100,100,120
25-Jun-21,86,49,0,0,8,1,0,0.45,0.3,0.25,100,100,120
26-Jun-21,76,50,0,0,5,1,0,0.45,0.3,0.25,100,100,120
27-Jun-21,67,60,0,0,2,1,0,0.45,0.3,0.25,100,100,120
28-Jun-21,84,55,0,0,11,1,0,0.45,0.3,0.25,100,100,120
29-Jun-21,93,62,0,0,9,1,0,0.45,0.3,0.25,100,100,120
30-Jun-21,102,65,0,0,8,2,0,0.45,0.3,0.25,100,100,120
1-Jul-21,91,58,0,0,9,2,0,0.45,0.3,0.25,100,100,120
2-Jul-21,94,62,0,0,10,2,0,0.45,0.3,0.25,100,100,120
3-Jul-21,84,52,0,0,6,2,0,0.45,0.3,0.25,100,100,120
4-Jul-21,57,38,0,0,2,2,0,0.45,0.3,0.25,100,100,120
5-Jul-21,113,56,0,0,12,2,0,0.45,0.3,0.25,100,100,120
6-Jul-21,124,62,0,0,10,2,0,0.45,0.3,0.25,100,100,120
7-Jul-21,123,62,0,0,10,2,0,0.45,0.3,0.25,100,100,120
8-Jul-21,126,53,0,0,9,2,0,0.45,0.3,0.25,100,100,120
9-Jul-21,130,60,0,0,10,2,0,0.45,0.3,0.25,100,100,120
10-Jul-21,110,61,0,0,6,2,0,0.45,0.3,0.25,100,100,120
11-Jul-21,89,57,0,0,3,2,0,0.45,0.3,0.25,100,100,120
12-Jul-21,101,57,0,0,13,2,0,0.45,0.3,0.25,50,75,120
13-Jul-21,112,60,0,0,10,2,0,0.45,0.3,0.25,50,75,120
14-Jul-21,114,60,0,0,10,2,0,0.45,0.3,0.25,50,75,120
15-Jul-21,109,59,0,0,10,2,0,0.45,0.3,0.25,50,75,120
16-Jul-21,114,65,0,0,10,2,0,0.45,0.3,0.25,50,75,120
17-Jul-21,93,66,0,0,6,2,0,0.45,0.3,0.25,50,75,120
18-Jul-21,81,60,0,0,3,2,0,0.45,0.3,0.25,50,75,120
19-Jul-21,77,71,0,0,13,2,0,0.45,0.3,0.25,50,75,45
20-Jul-21,96,79,0,0,11,3,0,0.45,0.3,0.25,50,75,45
21-Jul-21,100,86,0,0,12,3,1,0.45,0.3,0.25,50,75,45
22-Jul-21,46,46,0,0,4,3,1,0.45,0.3,0.25,50,75,45
23-Jul-21,39,40,0,0,4,1,1,0.45,0.3,0.25,50,75,45
24-Jul-21,66,84,0,0,10,1,1,0.45,0.3,0.25,50,75,45
25-Jul-21,63,60,0,0,4,1,8,0.45,0.3,0.25,50,75,45
26-Jul-21,72,108,0,0,18,1,8,0.45,0.3,0.25,50,75,45
27-Jul-21,71,114,0,0,14,1,8,0.45,0.3,0.25,50,75,45
28-Jul-21,74,116,0,0,14,1,8,0.45,0.3,0.25,50,75,45
29-Jul-21,73,116,0,0,14,1,8,0.45,0.3,0.25,50,75,45
30-Jul-21,76,130,0,0,15,1,8,0.45,0.3,0.25,50,75,45
31-Jul-21,62,105,0,0,10,1,8,0.45,0.3,0.25,50,75,45
1-Aug-21,63,69,0,0,4,1,8,0.45,0.3,0.25,50,75,45
2-Aug-21,64,110,0,0,20,1,8,0.45,0.3,0.25,50,75,45
3-Aug-21,69,116,0,0,17,1,8,0.45,0.3,0.25,50,75,45
4-Aug-21,68,118,0,0,16,1,8,0.45,0.3,0.25,50,75,45
5-Aug-21,66,119,0,0,16,1,8,0.45,0.3,0.25,50,75,45
6-Aug-21,63,128,0,0,18,1,8,0.45,0.3,0.25,50,75,45
7-Aug-21,65,95,0,0,11,1,8,0.45,0.3,0.25,50,75,45
8-Aug-21,61,70,0,0,4,1,8,0.45,0.3,0.25,50,75,45
9-Aug-21,29,37,0,0,6,1,8,0.45,0.3,0.25,50,75,45
10-Aug-21,55,107,0,0,23,1,8,0.45,0.3,0.25,50,75,45
11-Aug-21,57,102,0,0,17,1,1,0.45,0.3,0.25,50,75,45
12-Aug-21,56,76,0,0,16,1,1,0.45,0.3,0.25,50,75,45
13-Aug-21,51,73,0,0,18,1,1,0.45,0.3,0.25,50,75,45
14-Aug-21,55,69,0,0,10,1,1,0.45,0.3,0.25,50,75,45
15-Aug-21,62,61,0,0,4,1,1,0.45,0.3,0.25,50,75,45
16-Aug-21,52,81,0,0,23,1,1,0.45,0.3,0.25,50,75,45
17-Aug-21,57,88,0,0,19,1,1,0.45,0.3,0.25,50,75,45
18-Aug-21,62,89,0,0,18,1,1,0.45,0.3,0.25,50,75,45
19-Aug-21,63,81,0,0,17,1,1,0.45,0.3,0.25,50,75,45
20-Aug-21,65,88,0,0,19,1,1,0.45,0.3,0.25,50,75,45
21-Aug-21,69,74,0,0,11,1,1,0.45,0.3,0.25,50,75,45
22-Aug-21,64,65,0,0,5,1,1,0.45,0.3,0.25,50,75,45
23-Aug-21,55,78,0,0,23,1,1,0.45,0.3,0.25,50,75,45
24-Aug-21,62,79,0,0,19,1,1,0.45,0.3,0.25,50,75,45
25-Aug-21,67,78,0,0,17,1,1,0.45,0.3,0.25,50,75,45
26-Aug-21,61,69,0,0,16,1,1,0.45,0.3,0.25,50,75,45
27-Aug-21,67,75,0,0,17,1,1,0.45,0.3,0.25,50,75,45
28-Aug-21,63,74,0,0,10,1,1,0.45,0.3,0.25,50,75,45
29-Aug-21,53,66,0,0,4,1,1,0.45,0.3,0.25,50,75,45
30-Aug-21,49,45,0,0,21,1,1,0.45,0.3,0.25,50,75,45
31-Aug-21,63,63,0,0,15,1,1,0.45,0.35,0.25,50,75,45
1-Sep-21,65,58,0,0,15,0,1,0.45,0.35,0.25,50,75,45
2-Sep-21,49,60,0,0,14,0,0,0.45,0.35,0.25,50,75,45
3-Sep-21,64,61,0,0,15,0,0,0.45,0.35,0.25,50,75,45
4-Sep-21,60,62,0,0,9,0,0,0.45,0.35,0.25,50,75,45
5-Sep-21,52,60,0,0,3,0,0,0.45,0.35,0.25,50,75,45
6-Sep-21,56,48,0,0,17,0,0,0.45,0.35,0.25,50,75,45
7-Sep-21,58,55,0,0,13,0,0,0.45,0.35,0.25,50,75,45
8-Sep-21,57,58,0,0,12,0,0,0.45,0.35,0.25,50,75,45
9-Sep-21,53,57,0,0,11,0,0,0.45,0.35,0.25,50,75,45
10-Sep-21,59,62,0,0,13,0,0,0.45,0.35,0.25,50,75,45
